color,director_name,num_critic_for_reviews,duration,actor_2_name,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
Color,Timur Bekmambetov,1.0,141.0,Ayelet Zurer,,Adventure|Drama|History,Morgan Freeman,Ben-Hur,57,13379,Moises Arias,2.0,,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,,2016.0,6.1,2.35,0
Color,Jon M. Chu,196.0,129.0,Morgan Freeman,64685359.0,Action|Adventure|Comedy|Crime|Mystery|Thriller,Daniel Radcliffe,Now You See Me 2,40862,23031,Sanaa Lathan,6.0,card trick|london england|magician|rain machine|rooftop,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,139.0,English,USA,PG-13,90000000.0,2016.0,6.9,2.35,15000
Color,Yarrow Cheney,165.0,87.0,Eric Stonestreet,323505540.0,Animation|Comedy|Family,Steve Coogan,The Secret Life of Pets,24407,4782,Albert Brooks,0.0,animal control|lost animal|mongrel|pet|terrier,http://www.imdb.com/title/tt2709768/?ref_=fn_tt_tt_1,155.0,English,Japan,PG,75000000.0,2016.0,6.8,1.85,36000
Color,Clay Kaytis,141.0,97.0,Josh Gad,107225164.0,Action|Animation|Comedy|Family,Peter Dinklage,The Angry Birds Movie,27130,24350,Keegan-Michael Key,0.0,butt|downward duck|fish|kingfisher|pig,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,126.0,English,USA,PG,73000000.0,2016.0,6.3,1.85,14000
Color,Craig Gillespie,178.0,117.0,Abraham Benrubi,27550735.0,Action|Drama|History|Thriller,Michael Raymond-James,The Finest Hours,27481,3524,Graham McTavish,0.0,1950s|coast guard|oil tanker|sinking ship|survival,http://www.imdb.com/title/tt2025690/?ref_=fn_tt_tt_1,113.0,English,USA,PG-13,,2016.0,6.8,2.35,12000
Color,Babak Najafi,225.0,99.0,Radha Mitchell,62401264.0,Action|Crime|Drama|Thriller,Gerard Butler,London Has Fallen,69484,20276,Julian Kostov,3.0,british|funeral|good versus evil|mole|sequel,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,323.0,English,UK,R,60000000.0,2016.0,5.9,2.35,28000
Color,Pou-Soi Cheang,14.0,119.0,Aaron Kwok,,Action|Adventure|Fantasy,Li Gong,Xi you ji zhi: Sun Wukong san da Baigu Jing,1212,1026,Eddie Peng,1.0,buddhism|demon|journey to the west|monk|monkey king,http://www.imdb.com/title/tt4591310/?ref_=fn_tt_tt_1,9.0,English,China,,68005000.0,2016.0,6.0,2.35,426
Color,Tim Miller,579.0,108.0,Ed Skrein,363024263.0,Action|Adventure|Comedy|Romance|Sci-Fi,Ryan Reynolds,Deadpool,479047,18239,Stefan Kapicic,0.0,based on comic book|breaking the fourth wall|mercenary|mutant|self healing,http://www.imdb.com/title/tt1431045/?ref_=fn_tt_tt_1,1058.0,English,USA,R,58000000.0,2016.0,8.1,2.35,117000
Color,Rawson Marshall Thurber,177.0,107.0,Thomas Kretschmann,126088877.0,Action|Comedy|Crime,Dwayne Johnson,Central Intelligence,33354,14569,Megan Park,2.0,accountant|blooper|espionage|facebook|high school reunion,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,110.0,English,USA,PG-13,50000000.0,2016.0,6.6,2.35,10000
Color,Michael Bay,204.0,144.0,James Badge Dale,52822418.0,Action|Drama|Thriller|War,Toby Stephens,13 Hours,47764,3580,David Costabile,0.0,based on true story|cia agent|libya|mercenary|u.s. ambassador,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1,219.0,English,USA,R,50000000.0,2016.0,7.4,2.35,44000
Color,Gary Ross,79.0,139.0,Donald Watkins,20389967.0,Action|Biography|Drama|History|War,Matthew McConaughey,Free State of Jones,3077,12786,Jessica Collins,1.0,american civil war|civil war|u.s. civil war,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,47.0,English,USA,R,50000000.0,2016.0,6.7,1.85,10000
Color,Ben Stiller,226.0,102.0,Will Ferrell,28837115.0,Comedy,Milla Jovovich,Zoolander 2,34964,24107,Justin Theroux,4.0,chosen one|fashion|fashion model|model|retired,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1,150.0,English,USA,PG-13,50000000.0,2016.0,4.8,2.35,28000
Color,Brad Furman,72.0,127.0,Amy Ryan,14946229.0,Biography|Crime|Drama|Thriller,Joseph Gilgun,The Infiltrator,2581,2104,Olympia Dukakis,1.0,,http://www.imdb.com/title/tt1355631/?ref_=fn_tt_tt_1,29.0,English,UK,R,25000000.0,2016.0,7.3,2.35,0
Color,James Wan,300.0,134.0,Frances O'Connor,102310175.0,Horror|Mystery|Thriller,Javier Botet,The Conjuring 2,64989,2676,Robin Atkin Downes,0.0,based on supposedly true story|house|paranormal investigating|psychic|second part,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,279.0,English,USA,R,40000000.0,2016.0,7.8,2.35,40000
Color,Tim Story,119.0,102.0,Nadine Velazquez,90835030.0,Action|Comedy,Olivia Munn,Ride Along 2,28621,5178,Bruce McGill,0.0,computer hacker|crime boss|detective|drugs|wedding,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,58.0,English,USA,PG-13,40000000.0,2016.0,5.9,2.35,0
Color,J Blakeson,194.0,112.0,Maggie Siff,34912982.0,Action|Adventure|Sci-Fi|Thriller,ChloÌÇ Grace Moretz,The 5th Wave,55617,19974,Nick Robinson,0.0,alien|attack|based on novel|based on young adult novel|fear,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,266.0,English,USA,PG-13,38000000.0,2016.0,5.2,2.35,14000
Color,Christian Ditter,148.0,110.0,Damon Wayans Jr.,46813366.0,Comedy|Romance,Alison Brie,How to Be Single,39440,4882,Nicholas Braun,4.0,motor scooter|new york city|newborn baby|scooter|single,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,83.0,English,USA,R,38000000.0,2016.0,6.1,2.35,15000
Color,Nicholas Stoller,177.0,92.0,Ike Barinholtz,55291815.0,Comedy,ChloÌÇ Grace Moretz,Neighbors 2: Sorority Rising,28041,17860,Kiersey Clemons,0.0,bare chested male|gay|gay best friend|gay man|gay marriage proposal,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,111.0,English,USA,R,35000000.0,2016.0,6.0,2.35,0
Color,Ariel Vromen,130.0,113.0,Jordi MollÌÊ,14268533.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Gary Oldman,Criminal,17319,10910,Doug Cockle,2.0,cia|husband wife relationship|memory|tied up while barefoot|violence,http://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1,100.0,English,UK,R,31500000.0,2016.0,6.3,2.35,0
Color,Paul Feig,464.0,116.0,Kate McKinnon,118099659.0,Action|Comedy|Fantasy|Sci-Fi,Ed Begley Jr.,Ghostbusters,69790,2097,Zach Woods,4.0,ghost|ghostbuster|ghostbusters|male objectification|reboot,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,1211.0,English,USA,PG-13,144000000.0,2016.0,5.5,2.35,62000
Color,Greg Tiernan,65.0,89.0,Salma Hayek,,Adventure|Animation|Comedy|Fantasy,James Franco,Sausage Party,3302,15795,Anders Holm,0.0,bread|coarse language|f word|sausage|tricked into lesbian sex,http://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,14.0,English,USA,R,19000000.0,2016.0,7.5,1.85,13000
Color,Ben Falcone,154.0,99.0,Tyler Labine,63034755.0,Comedy,Peter Dinklage,The Boss,16984,23562,Ben Falcone,1.0,business|girl scouts|orphanage|overweight woman|quitting a job,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,96.0,English,USA,R,29000000.0,2016.0,5.3,1.85,0
Color,Stephen Frears,87.0,110.0,Nina Arianda,,Biography|Comedy|Drama|Music|Romance,Meryl Streep,Florence Foster Jenkins,2167,11534,John Sessions,3.0,heiress|opera singer|platonic marriage|singer|singing,http://www.imdb.com/title/tt4136084/?ref_=fn_tt_tt_1,32.0,English,UK,PG-13,29000000.0,2016.0,7.1,2.35,0
Color,Burr Steers,225.0,108.0,Bella Heathcote,10907291.0,Action|Horror|Romance,Matt Smith,Pride and Prejudice and Zombies,23775,4710,Sam Riley,0.0,based on novel|damsel in distress|deception|england|zombie,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,134.0,English,USA,PG-13,28000000.0,2016.0,5.8,2.35,73000
Color,Jon Favreau,370.0,106.0,Bill Murray,362645141.0,Adventure|Drama|Family|Fantasy,Scarlett Johansson,The Jungle Book,106221,32921,Garry Shandling,0.0,fire|jungle|remake|tiger|wolf,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,398.0,English,UK,PG,175000000.0,2016.0,7.8,1.85,65000
Color,Jodie Foster,268.0,98.0,Jack O'Connell,41008532.0,Crime|Drama|Thriller,Julia Roberts,Money Monster,19611,10894,Chris Bauer,1.0,death|hostage|money|shot in the chest|shot in the heart,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,103.0,English,USA,R,27000000.0,2016.0,6.7,2.35,0
Color,Dexter Fletcher,216.0,106.0,Taron Egerton,15785632.0,Biography|Comedy|Drama|Sport,Hugh Jackman,Eddie the Eagle,32507,21195,Tim McInnerny,3.0,1988 winter olympics|coach|ski jumper|winter|winter olympics,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119.0,English,UK,PG-13,23000000.0,2016.0,7.5,2.35,15000
Color,Gavin O'Connor,123.0,98.0,Noah Emmerich,1512815.0,Action|Drama|Western,Natalie Portman,Jane Got a Gun,8885,21414,Boyd Holbrook,0.0,brothel|death of husband|ex lover|haunted by the past|redemption,http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1,56.0,English,USA,R,25000000.0,2016.0,5.8,2.35,0
Color,Dexter Fletcher,216.0,106.0,Taron Egerton,15785632.0,Biography|Comedy|Drama|Sport,Hugh Jackman,Eddie the Eagle,32513,21195,Tim McInnerny,3.0,1988 winter olympics|coach|ski jumper|winter|winter olympics,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,119.0,English,UK,PG-13,23000000.0,2016.0,7.5,2.35,15000
Color,Susanna White,134.0,108.0,Pawel Szajda,3108216.0,Thriller,Radivoje Bukvic,Our Kind of Traitor,2587,540,Grigoriy Dobrygin,2.0,based on novel|male frontal nudity|male nudity|male rear nudity,http://www.imdb.com/title/tt1995390/?ref_=fn_tt_tt_1,21.0,English,UK,R,,2016.0,6.4,2.35,0
Color,Ethan Coen,423.0,106.0,Channing Tatum,29997095.0,Comedy|Mystery,Scarlett Johansson,"Hail, Caesar!",60926,38494,Alden Ehrenreich,5.0,50s|film within a film|hollywood|illegitimate pregnancy|twins,http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,302.0,English,UK,PG-13,22000000.0,2016.0,6.4,1.85,23000
Color,Thea Sharrock,151.0,110.0,Emilia Clarke,56154094.0,Drama|Romance,Sam Claflin,Me Before You,44723,21852,Brendan Coyle,0.0,accident|caretaker|economic hardship|quadriplegic|wheelchair,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,130.0,English,UK,PG-13,20000000.0,2016.0,7.6,2.35,51000
Color,Jon Lucas,81.0,100.0,Jay Hernandez,55461307.0,Comedy,Mila Kunis,Bad Moms,4654,18786,Jada Pinkett Smith,9.0,lesbian kiss|mom|pta|reference to mad max|scene during end credits,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,46.0,English,USA,R,20000000.0,2016.0,6.7,,18000
Color,Kevin Reynolds,122.0,107.0,Jan Cornet,36874745.0,Action|Adventure|Drama|Mystery,Peter Firth,Risen,12276,389,MarÌ_a Botto,2.0,biblical|crucifixion|judea|resurrection|roman soldier,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,20000000.0,2016.0,6.3,2.35,21000
Color,Henry Joost,86.0,96.0,Marc John Jefferies,28876924.0,Adventure|Crime|Mystery|Sci-Fi|Thriller,Samira Wiley,Nerve,4303,1780,Emily Meade,0.0,dare|game|knocked out|motorcycle|online game,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,35.0,English,USA,PG-13,20000000.0,2016.0,7.1,,0
Color,John Hillcoat,214.0,115.0,Norman Reedus,12626905.0,Action|Crime|Drama|Thriller,Kate Winslet,Triple 9,32567,27214,Clifton Collins Jr.,3.0,betrayal|corrupt cop|heist|murder of a police officer|police detective,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,106.0,English,USA,R,20000000.0,2016.0,6.3,2.35,0
Color,Jonathan Jakubowicz,,105.0,Jurnee Smollett-Bell,,Action|Biography|Drama|Sport,Robert De Niro,Hands of Stone,178,27425,Edgar RamÌ_rez,0.0,boxer|boxing|three word title,http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1,1.0,English,Panama,R,20000000.0,2016.0,7.2,,0
Color,Rob Hawk,6.0,90.0,Erin O'Brien,,Action|Drama,Kari J. Kramer,Fight Valley,60,2374,Cabrina Collesides,4.0,,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1,6.0,English,USA,,27000000.0,2016.0,5.0,,1000
Color,James Schamus,63.0,110.0,Sarah Gadon,560512.0,Drama,Logan Lerman,Indignation,550,8972,Tracy Letts,0.0,based on novel,http://www.imdb.com/title/tt4193394/?ref_=fn_tt_tt_1,3.0,Hebrew,USA,R,,2016.0,7.8,2.0,599
Color,Kirk Jones,156.0,94.0,Louis Mandylor,59573085.0,Comedy|Family|Romance,Nia Vardalos,My Big Fat Greek Wedding 2,13562,2259,Joey Fatone,10.0,family restaurant|greek|remarriage|suburb|wedding,http://www.imdb.com/title/tt3760922/?ref_=fn_tt_tt_1,103.0,English,USA,PG-13,18000000.0,2016.0,6.1,2.35,19000
Color,Jeff Nichols,263.0,112.0,Sam Shepard,3707794.0,Adventure|Drama|Sci-Fi|Thriller,Kirsten Dunst,Midnight Special,31359,5671,Paul Sparks,0.0,cult|father son relationship|gas station|on the run|supernatural ability,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,156.0,English,Greece,PG-13,18000000.0,2016.0,6.7,2.35,0
Color,Zack Ward,15.0,92.0,Anna Harr,,Horror,Zack Ward,Restoration,436,1498,James Cullen Bressack,0.0,,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,6.0,English,USA,,,2016.0,4.0,,378
Color,Chuck Russell,23.0,92.0,Rebecca De Mornay,,Action|Crime|Drama|Thriller,Sam Trammell,I Am Wrath,4510,3212,Amanda Schull,1.0,conspiracy|female scientist|mugging|police detective|tattoo,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1,50.0,English,USA,R,18000000.0,2016.0,5.2,,0
Color,Cyrus Nowrasteh,24.0,111.0,Vincent Walsh,6462576.0,Drama,Clive Russell,The Young Messiah,1449,824,Finn Ireland,0.0,based on novel,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,30.0,English,USA,PG-13,18500000.0,2016.0,5.4,2.35,0
Color,Jon Lucas,81.0,100.0,Jay Hernandez,55461307.0,Comedy,Mila Kunis,Bad Moms,4654,18786,Jada Pinkett Smith,9.0,lesbian kiss|mom|pta|reference to mad max|scene during end credits,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,46.0,English,USA,R,20000000.0,2016.0,6.7,,18000
Color,Timur Bekmambetov,1.0,141.0,Ayelet Zurer,,Adventure|Drama|History,Morgan Freeman,Ben-Hur,62,13390,Moises Arias,2.0,chariot race|epic|false accusation|jerusalem|slave,http://www.imdb.com/title/tt2638144/?ref_=fn_tt_tt_1,1.0,English,USA,PG-13,100000000.0,2016.0,6.1,2.35,0
Color,Peter Atencio,129.0,100.0,Will Forte,20566327.0,Action|Comedy,Nia Long,Keanu,15385,2958,Keegan-Michael Key,2.0,car chase|gangsta|gun fight|hitman|kitten,http://www.imdb.com/title/tt4139124/?ref_=fn_tt_tt_1,84.0,English,USA,R,15000000.0,2016.0,6.4,2.35,0
Color,Patricia Riggen,63.0,109.0,Brighton Sharbino,61693523.0,Drama,Jennifer Garner,Miracles from Heaven,6276,7833,Martin Henderson,0.0,child cancer|christian film|christianity|falling into a hole|inspiring,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,55.0,English,USA,PG,13000000.0,2016.0,6.8,1.85,16000
Color,Jaume Collet-Serra,186.0,86.0,Brett Cullen,54257433.0,Drama|Horror|Thriller,ÌÒscar Jaenada,The Shallows,12983,971,Sedona Legge,0.0,beach|island|mexico|prey|trapped,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,139.0,English,USA,PG-13,17000000.0,2016.0,6.8,2.35,0
Color,John H. Lee,2.0,115.0,Dean Dawson,31662.0,Action|Drama|History|War,Liam Neeson,Operation Chromite,90,14133,Jung-jae Lee,1.0,,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,1.0,English,South Korea,,12620000.0,2016.0,6.8,,139
Color,Dan Mazer,158.0,109.0,Zoey Deutch,35537564.0,Comedy,Robert De Niro,Dirty Grandpa,49671,24063,Jason Mantzoukas,1.0,female removes her clothes|fondling|voyeur|voyeurism|white panties,http://www.imdb.com/title/tt1860213/?ref_=fn_tt_tt_1,166.0,English,USA,R,11500000.0,2016.0,6.0,2.35,11000
Color,Shintaro Shimosawa,38.0,106.0,Anthony Hopkins,,Drama|Thriller,Al Pacino,Misconduct,6935,27660,Glen Powell,3.0,black panties|lust|sexual attraction|voyeur|voyeurism,http://www.imdb.com/title/tt3658772/?ref_=fn_tt_tt_1,50.0,English,USA,R,11000000.0,2016.0,5.3,2.35,0
Color,James DeMonaco,165.0,109.0,Joseph Julian Soria,78845130.0,Action|Horror|Sci-Fi|Thriller,Frank Grillo,The Purge: Election Year,17596,2480,Mykelti Williamson,1.0,cathedral|minister|presidential election|reference to george washington|ritual sacrifice,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,94.0,English,France,R,10000000.0,2016.0,6.1,2.35,0
Color,William Brent Bell,159.0,97.0,Rupert Evans,35794166.0,Horror|Mystery|Thriller,Lauren Cohan,The Boy,35654,4687,Stephanie Lemelin,0.0,animate doll|doll|england|nanny|surprise ending,http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1,155.0,English,USA,PG-13,10000000.0,2016.0,6.0,2.35,20000
Color,David Lowery,78.0,102.0,Oona Laurence,,Adventure|Family|Fantasy,Bryce Dallas Howard,Pete's Dragon,408,3691,Isiah Whitlock Jr.,0.0,,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1,6.0,English,USA,PG,65000000.0,2016.0,7.3,2.35,21000
Color,Jason Zada,185.0,93.0,Stephanie Vogt,26583369.0,Horror|Mystery|Thriller,Eoin Macken,The Forest,20837,578,Gen Seto,1.0,forest|japan|suicide|suicide forest|supernatural,http://www.imdb.com/title/tt3387542/?ref_=fn_tt_tt_1,127.0,English,USA,PG-13,10000000.0,2016.0,4.8,1.85,10000
Color,Hong-jin Na,77.0,156.0,Jun Kunimura,770629.0,Fantasy|Horror|Mystery|Thriller,Jung-min Hwang,The Wailing,2379,50,Woo-hee Chun,0.0,policeman|stranger|supernatural|village|vomiting,http://www.imdb.com/title/tt5215952/?ref_=fn_tt_tt_1,24.0,Korean,South Korea,Not Rated,,2016.0,7.7,2.35,0
Color,Justin Tipping,6.0,80.0,Natalie Stephany Aguilar,,Adventure,Tina Gilton,Kicks,59,1279,Justin Hall,,,http://www.imdb.com/title/tt4254584/?ref_=fn_tt_tt_1,6.0,English,USA,R,,2016.0,7.8,,240
